,mort,GDPc,clusters,index,res,Country,ISO-code
462,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
463,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
464,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
465,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
466,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
467,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
468,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
469,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
470,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
471,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
472,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
473,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
474,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
475,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
476,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
477,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
478,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
479,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
480,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
481,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
482,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
483,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
484,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
485,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
486,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
487,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
488,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
489,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
490,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
491,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
492,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
493,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
494,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
495,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
496,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
497,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
498,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
499,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
500,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
501,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
502,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
503,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
504,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
505,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
506,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
507,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
508,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
509,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
510,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
511,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
512,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
513,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
514,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
515,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
516,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
517,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
518,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
519,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
520,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
521,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
522,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
523,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
524,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
525,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
526,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
527,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
528,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
529,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
530,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
531,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
532,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
533,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
534,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
535,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
536,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
537,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
538,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
539,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
540,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
541,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
542,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
543,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
544,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
545,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
546,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
547,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
548,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
549,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
550,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
551,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
552,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
553,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
554,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
555,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
556,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
557,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
558,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
559,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
560,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
561,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
562,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
563,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
564,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
565,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
566,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
567,30.37,2574.0,0,0.1675034837346579,0.007070925578608716,Guinea,GIN
568,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
569,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
570,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
571,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
572,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
573,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
574,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
575,30.37,2113.0,0,0.16741307889401985,0.011193833039160881,Guinea,GIN
576,18.6,17163.0,3,0.33341016903040666,0.10483456566728745,Guyana,GUY
577,25.3,1916.0,0,0.23549324295220014,0.0185805254728111,Haiti,HTI
578,9.16,5600.0,1,0.44723405727740484,0.044860413013738894,Honduras,HND
579,1.99,35941.0,2,0.6161823364261858,0.03095559346315729,Hungary,HUN
580,1.0,56974.0,2,0.7218149997160412,0.03257496929200657,Iceland,ISL
581,21.66,9027.0,3,0.28701703642144877,0.03917108036848222,India,IND
582,12.41,14841.0,1,0.4206545665723181,0.05852426519811454,Indonesia,IDN
583,8.58,17832.0,1,0.48501462519688576,0.044672351313499364,Iran,IRN
584,15.31,18755.0,3,0.38243214121557245,0.10790343798533406,Iraq,IRQ
585,2.1,86988.0,2,0.8727334964381525,0.006627522769290699,Ireland,IRL
586,1.94,40337.0,2,0.6377290135562426,0.025772794715280583,Israel,ISR
587,1.92,41582.0,2,0.6439006041620327,0.02467231555050181,Italy,ITA
588,9.83,9932.0,1,0.4472182413563063,0.0029393917263573674,Jamaica,JAM
589,0.84,46827.0,2,0.6715054406847261,0.04447327502800276,Japan,JPN
590,9.19,9939.0,1,0.45499397495429483,0.008964404820137446,Jordan,JOR
591,4.66,30178.0,1,0.5798915454879954,0.019681650696132397,Kazakhstan,KAZ
592,21.04,4078.0,3,0.29336408944323417,0.006165817022060318,Kenya,KEN
593,22.12,2193.0,3,0.27816658376016995,0.02098208951514327,Kiribati,KIR
594,4.52,67891.0,2,0.7742046130975241,0.05712780154644066,Kuwait,KWT
595,12.3,4193.0,3,0.40814386716903917,0.034362171390562135,Kyrgyzstan,KGZ
596,1.85,32987.0,2,0.6024275327690439,0.03933707920658816,Latvia,LVA
597,4.15,15599.0,1,0.5184809681306841,0.045926896290927284,Lebanon,LBN
598,42.81,3655.0,0,0.0,0.010676792049464753,Lesotho,LSO
599,32.42,1428.0,0,0.13970493134089706,0.015555387365013504,Liberia,LBR
600,6.47,9446.0,1,0.48232782592597057,0.04550589911355303,Libya,LBY
601,2.04,38751.0,2,0.6297446690769307,0.025561815893540146,Lithuania,LTU
602,1.46,112045.0,2,1.0,0.0030395889148119148,Luxembourg,LUX
603,20.12,1776.0,3,0.30464862438422713,0.02857044979676858,Madagascar,MDG
604,19.79,1292.0,3,0.3088054320876389,0.03359757744216068,Malawi,MWI
605,4.61,34567.0,1,0.6025280451116278,0.027835427513907884,Malaysia,MYS
606,4.93,24796.0,1,0.5518724546313851,0.010210235633544309,Maldives,MDV
607,32.13,2569.0,0,0.14380609783870774,0.005585080516999656,Mali,MLI
608,4.69,49589.0,2,0.6800397877416209,0.04920424932142184,Malta,MLT
609,32.02,5158.0,0,0.14574438819219693,0.01748209904487195,Mauritania,MRT
610,10.19,26461.0,1,0.5113072694703564,0.1273602960723378,Mauritius,MUS
611,8.57,21363.0,1,0.5017942823742928,0.06819254987769095,Mexico,MEX
612,15.86,3657.0,3,0.3619862347320792,0.02339593972872838,Micronesia,FSM
613,8.14,15089.0,1,0.48089915239578573,0.01870087632915646,Mongolia,MNG
614,1.3,21977.0,1,0.5563789453382849,0.07934636442930221,Montenegro,MNE
615,13.62,9667.0,3,0.39703280015097775,0.020355889930268968,Morocco,MAR
616,28.55,1372.0,0,0.19172825095512316,0.019604456137245183,Mozambique,MOZ
617,22.45,7220.0,3,0.2755958427604237,0.024464366717845874,Myanmar,MMR
618,19.13,11451.0,3,0.3227564848265388,0.05536418384207394,Namibia,NAM
619,19.78,3550.0,3,0.3099898921879886,0.013497303140969552,Nepal,NPL
620,2.59,60299.0,2,0.7370784213367534,0.007249829711464867,Netherlands,NLD
621,2.63,42045.0,2,0.6449095008378245,0.007372269019012681,New Zealand,NZL
622,10.22,5297.0,1,0.43473030493500303,0.03854749235415944,Nicaragua,NIC
623,24.26,1152.0,0,0.24919912236258787,0.02685649611947357,Niger,NER
624,35.85,6172.0,0,0.09420059688464945,0.029380750669747765,Nigeria,NGA
625,1.4,79638.0,2,0.8358217359379764,0.012310569405306122,Norway,NOR
626,5.25,48593.0,2,0.6740815937835908,0.061539020067720884,Oman,OMN
627,41.22,6016.0,0,0.021689269302792163,0.031047623991407983,Pakistan,PAK
628,8.57,28456.0,1,0.5494275765574315,0.10273691222888316,Panama,PAN
629,21.94,4081.0,3,0.28129008715249415,0.004451398680716705,Papua New Guinea,PNG
630,10.86,13213.0,1,0.44000486134400574,0.033317729992307005,Paraguay,PRY
631,6.36,15399.0,1,0.5007952139469196,0.00672055622644106,Peru,PER
632,13.29,10094.0,3,0.40198588828400184,0.02241829452298104,Philippines,PHL
633,2.71,35651.0,2,0.6130421525282072,0.014586865764515636,Poland,POL
634,1.97,34936.0,2,0.611392951472907,0.0330801716604619,Portugal,PRT
636,1.54,46452.0,2,0.6686395404011571,0.028283803465017535,South Korea,KOR
637,10.66,8161.0,1,0.43384056270553795,0.010909073113538623,Moldova,MDA
638,3.45,29555.0,1,0.5812240116279389,0.009549767589064425,Romania,ROU
639,2.63,30820.0,1,0.5899558590372257,0.02557598614950247,Russia,RUS
640,2.63,30820.0,1,0.5899558590372257,0.02557598614950247,Russia,RUS
641,15.87,2642.0,3,0.3611282645486412,0.03235076476476766,Rwanda,RWA
642,12.74,15159.0,1,0.416297517548661,0.0633489901935961,Saint Lucia,LCA
643,9.1,12983.0,1,0.46299715127909624,0.014531198127583793,Saint Vincent and the Grenadines,VCT
644,8.22,6493.0,1,0.45889158056096757,0.046740554505820285,Samoa,WSM
646,3.67,56912.0,2,0.7188168969804047,0.030732701711190823,Saudi Arabia,SAU
647,21.96,4079.0,3,0.2810208161806785,0.004433350479045649,Senegal,SEN
648,3.22,19767.0,1,0.5390972559447507,0.04557746150912225,Serbia,SRB
649,8.61,33118.0,1,0.5798882359590134,0.11727633866507178,Seychelles,SYC
650,31.18,1765.0,0,0.1564486194778116,0.013580349167855332,Sierra Leone,SLE
651,0.91,105689.0,2,0.9679379260851086,0.017281270355222672,Singapore,SGP
652,2.91,38321.0,2,0.6257733325992338,0.005743368696639685,Slovakia,SVK
653,1.16,40344.0,2,0.6392387176038634,0.0441281962627856,Slovenia,SVN
654,8.23,2363.0,1,0.4515307262555086,0.0801738764507823,Solomon Islands,SLB
655,36.86,314.5,0,0.07978862017153872,0.022380911838215143,Somalia,SOM
656,11.45,13965.0,1,0.4330877305201055,0.04431867910238638,South Africa,ZAF
657,38.6,1715.0,0,0.056535238731424936,0.008821365458894207,South Sudan,SSD
658,1.8,43007.0,2,0.6511522543835881,0.02581097537471601,Spain,ESP
659,4.27,14509.0,1,0.514086782495776,0.049475785748867185,Sri Lanka,LKA
660,27.22,3986.0,0,0.21022909821787303,0.0023062578969568833,Sudan,SDN
661,11.22,16044.0,1,0.44049750682892774,0.06005326325866877,Suriname,SUR
662,1.38,55989.0,2,0.716493278664483,0.02422240032226089,Sweden,SWE
663,2.77,67558.0,2,0.7737673173388652,0.015391387131627724,Switzerland,CHE
665,14.98,3751.0,3,0.3735408902147027,0.025774697346752463,Tajikistan,TJK
666,5.31,21361.0,1,0.5334566867289657,0.005041795173229467,Thailand,THA
667,24.81,1913.0,0,0.2420628969040862,0.01927547293065872,Togo,TGO
668,7.42,6867.0,1,0.4676467701147995,0.052679170469489785,Tonga,TON
669,11.53,33713.0,1,0.5671563282564429,0.1853065036002378,Trinidad and Tobago,TTO
670,11.93,13093.0,1,0.4248060245927647,0.04031473062453257,Tunisia,TUN
671,5.28,29327.0,1,0.5730420064148712,0.031697189148728315,Turkey,TUR
672,23.62,21855.0,3,0.2648012512659692,0.15707747740990607,Turkmenistan,TKM
673,19.98,2753.0,3,0.30695343250213447,0.020162261634334395,Uganda,UGA
674,5.01,10130.0,1,0.49604322773589543,0.06293032054621818,Ukraine,UKR
675,3.98,70441.0,2,0.7876053371871335,0.04546045447608684,United Arab Emirates,ARE
676,2.77,48169.0,2,0.6754725887518557,0.00246103739745428,United Kingdom,GBR
677,20.29,3652.0,3,0.30322281577186144,0.011486867970140646,Tanzania,TZA
678,3.7,67426.0,2,0.7724237863422627,0.0374239235632476,United States,USA
679,4.21,24516.0,1,0.5542351471902959,0.00659913666849142,Uruguay,URY
680,9.92,9595.0,1,0.4454724690135697,0.004931414228168075,Uzbekistan,UZB
681,11.39,3039.0,1,0.41787285784955985,0.049748826677588405,Vanuatu,VUT
682,14.59,16055.0,3,0.3902651694859527,0.08098809456316645,Venezuela,VEN
683,10.46,8677.0,1,0.4371658274622354,0.008099165375135484,Vietnam,VNM
684,26.65,2312.0,0,0.21747721666534509,0.013329545282613299,Yemen,YEM
685,23.28,4174.0,3,0.2633184531769951,0.00135523920417065,Zambia,ZMB
686,25.86,2778.0,0,0.22821480091261684,0.01014470481099544,Zimbabwe,ZWE
689,28.06,12851.0,0,0.20098656606840712,0.08250558743653381,Dominica,DMA
690,15.31,3972.0,3,0.3694159492760716,0.022574520298209007,Marshall Islands,MHL
692,19.94,9073.0,3,0.31045731805138804,0.036073709532326234,Nauru,NRU
694,9.36,16855.0,1,0.4704677332191483,0.04780757824798343,Palau,PLW
695,10.28,31950.0,1,0.5620858259985012,0.15204695928543985,Saint Kitts and Nevis,KNA
696,0.78,62913.0,2,0.7518156268781375,0.0342399915367466,San Marino,SMR
697,16.03,4535.0,3,0.36038275840706013,0.015037558570310543,Tuvalu,TUV
